d1,d2,d3,d4,d5,a5
-0.08,-0.3775,-0.18625,-0.88625,-2.0190625,29.7890625
0.08,-0.3775,-0.18625,-0.88625,-2.0190625,29.7890625
-0.085,0.3775,-0.18625,-0.88625,-2.0190625,29.7890625
0.085,0.3775,-0.18625,-0.88625,-2.0190625,29.7890625
0.32,-0.08,0.18625,-0.88625,-2.0190625,29.7890625
-0.32,-0.08,0.18625,-0.88625,-2.0190625,29.7890625
0.19,0.08,0.18625,-0.88625,-2.0190625,29.7890625
-0.19,0.08,0.18625,-0.88625,-2.0190625,29.7890625
-0.09,-0.195,-1.10125,0.88625,-2.0190625,29.7890625
0.09,-0.195,-1.10125,0.88625,-2.0190625,29.7890625
-0.25,0.195,-1.10125,0.88625,-2.0190625,29.7890625
0.25,0.195,-1.10125,0.88625,-2.0190625,29.7890625
-0.83,-0.4675,1.10125,0.88625,-2.0190625,29.7890625
0.83,-0.4675,1.10125,0.88625,-2.0190625,29.7890625
-0.205,0.4675,1.10125,0.88625,-2.0190625,29.7890625
0.205,0.4675,1.10125,0.88625,-2.0190625,29.7890625
-0.395,-0.8725,-0.18125,-0.099375,2.0190625,29.7890625
0.395,-0.8725,-0.18125,-0.099375,2.0190625,29.7890625
-0.17,0.8725,-0.18125,-0.099375,2.0190625,29.7890625
0.17,0.8725,-0.18125,-0.099375,2.0190625,29.7890625
-0.115,0.615,0.18125,-0.099375,2.0190625,29.7890625
0.115,0.615,0.18125,-0.099375,2.0190625,29.7890625
0.025,-0.615,0.18125,-0.099375,2.0190625,29.7890625
-0.025,-0.615,0.18125,-0.099375,2.0190625,29.7890625
-0.64,0.5075,0.225,0.099375,2.0190625,29.7890625
0.64,0.5075,0.225,0.099375,2.0190625,29.7890625
0.475,-0.5075,0.225,0.099375,2.0190625,29.7890625
-0.475,-0.5075,0.225,0.099375,2.0190625,29.7890625
-0.69,-0.2825,-0.225,0.099375,2.0190625,29.7890625
0.69,-0.2825,-0.225,0.099375,2.0190625,29.7890625
-0.165,0.2825,-0.225,0.099375,2.0190625,29.7890625
0.165,0.2825,-0.225,0.099375,2.0190625,29.7890625
-0.355,-0.5625,-0.66375,0.36375,-1.3103125,34.8978125
0.355,-0.5625,-0.66375,0.36375,-1.3103125,34.8978125
-0.25,0.5625,-0.66375,0.36375,-1.3103125,34.8978125
0.25,0.5625,-0.66375,0.36375,-1.3103125,34.8978125
-0.14,-0.165,0.66375,0.36375,-1.3103125,34.8978125
0.14,-0.165,0.66375,0.36375,-1.3103125,34.8978125
-0.63,0.165,0.66375,0.36375,-1.3103125,34.8978125
0.63,0.165,0.66375,0.36375,-1.3103125,34.8978125
-0.19,-0.605,-0.13875,-0.36375,-1.3103125,34.8978125
0.19,-0.605,-0.13875,-0.36375,-1.3103125,34.8978125
-0.1,0.605,-0.13875,-0.36375,-1.3103125,34.8978125
0.1,0.605,-0.13875,-0.36375,-1.3103125,34.8978125
0.39,-0.2725,0.13875,-0.36375,-1.3103125,34.8978125
-0.39,-0.2725,0.13875,-0.36375,-1.3103125,34.8978125
-0.205,0.2725,0.13875,-0.36375,-1.3103125,34.8978125
0.205,0.2725,0.13875,-0.36375,-1.3103125,34.8978125
-0.395,-0.22,-0.86125,-0.601875,1.3103125,34.8978125
0.395,-0.22,-0.86125,-0.601875,1.3103125,34.8978125
-0.485,0.22,-0.86125,-0.601875,1.3103125,34.8978125
0.485,0.22,-0.86125,-0.601875,1.3103125,34.8978125
-0.28,-0.3875,0.86125,-0.601875,1.3103125,34.8978125
0.28,-0.3875,0.86125,-0.601875,1.3103125,34.8978125
-0.005,0.3875,0.86125,-0.601875,1.3103125,34.8978125
0.005,0.3875,0.86125,-0.601875,1.3103125,34.8978125
0.585,-0.155,-0.08,0.601875,1.3103125,34.8978125
-0.585,-0.155,-0.08,0.601875,1.3103125,34.8978125
0.095,0.155,-0.08,0.601875,1.3103125,34.8978125
-0.095,0.155,-0.08,0.601875,1.3103125,34.8978125
-0.845,-0.085,0.08,0.601875,1.3103125,34.8978125
0.845,-0.085,0.08,0.601875,1.3103125,34.8978125
0.075,0.085,0.08,0.601875,1.3103125,34.8978125
-0.075,0.085,0.08,0.601875,1.3103125,34.8978125
-0.545,-0.2925,-0.3725,2.6175,2.4696875,31.9028125
0.545,-0.2925,-0.3725,2.6175,2.4696875,31.9028125
-0.17,0.2925,-0.3725,2.6175,2.4696875,31.9028125
0.17,0.2925,-0.3725,2.6175,2.4696875,31.9028125
0.255,0.1625,0.3725,2.6175,2.4696875,31.9028125
-0.255,0.1625,0.3725,2.6175,2.4696875,31.9028125
-0.53,-0.1625,0.3725,2.6175,2.4696875,31.9028125
0.53,-0.1625,0.3725,2.6175,2.4696875,31.9028125
0.39,1.165,2.85,-2.6175,2.4696875,31.9028125
-0.39,1.165,2.85,-2.6175,2.4696875,31.9028125
1.49,-1.165,2.85,-2.6175,2.4696875,31.9028125
-1.49,-1.165,2.85,-2.6175,2.4696875,31.9028125
0.385,0.29,-2.85,-2.6175,2.4696875,31.9028125
-0.385,0.29,-2.85,-2.6175,2.4696875,31.9028125
-1.105,-0.29,-2.85,-2.6175,2.4696875,31.9028125
1.105,-0.29,-2.85,-2.6175,2.4696875,31.9028125
1.755,0.0625,0.37375,0.545625,-2.4696875,31.9028125
-1.755,0.0625,0.37375,0.545625,-2.4696875,31.9028125
0.08,-0.0625,0.37375,0.545625,-2.4696875,31.9028125
-0.08,-0.0625,0.37375,0.545625,-2.4696875,31.9028125
0.66,0.855,-0.37375,0.545625,-2.4696875,31.9028125
-0.66,0.855,-0.37375,0.545625,-2.4696875,31.9028125
0.2,-0.855,-0.37375,0.545625,-2.4696875,31.9028125
-0.2,-0.855,-0.37375,0.545625,-2.4696875,31.9028125
0.005,-0.225,-0.6275,-0.545625,-2.4696875,31.9028125
-0.005,-0.225,-0.6275,-0.545625,-2.4696875,31.9028125
0.335,0.225,-0.6275,-0.545625,-2.4696875,31.9028125
-0.335,0.225,-0.6275,-0.545625,-2.4696875,31.9028125
-0.335,-0.49,0.6275,-0.545625,-2.4696875,31.9028125
0.335,-0.49,0.6275,-0.545625,-2.4696875,31.9028125
-0.695,0.49,0.6275,-0.545625,-2.4696875,31.9028125
0.695,0.49,0.6275,-0.545625,-2.4696875,31.9028125
0.58,1.4425,1.67375,0.60375,-1.285,28.065
-0.58,1.4425,1.67375,0.60375,-1.285,28.065
0.565,-1.4425,1.67375,0.60375,-1.285,28.065
-0.565,-1.4425,1.67375,0.60375,-1.285,28.065
0.55,0.25,-1.67375,0.60375,-1.285,28.065
-0.55,0.25,-1.67375,0.60375,-1.285,28.065
-0.26,-0.25,-1.67375,0.60375,-1.285,28.065
0.26,-0.25,-1.67375,0.60375,-1.285,28.065
0.195,0.575,-0.91625,-0.60375,-1.285,28.065
-0.195,0.575,-0.91625,-0.60375,-1.285,28.065
-0.985,-0.575,-0.91625,-0.60375,-1.285,28.065
0.985,-0.575,-0.91625,-0.60375,-1.285,28.065
-0.39,-0.4725,0.91625,-0.60375,-1.285,28.065
0.39,-0.4725,0.91625,-0.60375,-1.285,28.065
0.175,0.4725,0.91625,-0.60375,-1.285,28.065
-0.175,0.4725,0.91625,-0.60375,-1.285,28.065
-0.35,0.0225,-0.11375,-0.30875,1.285,28.065
0.35,0.0225,-0.11375,-0.30875,1.285,28.065
-0.225,-0.0225,-0.11375,-0.30875,1.285,28.065
0.225,-0.0225,-0.11375,-0.30875,1.285,28.065
-0.14,-0.215,0.11375,-0.30875,1.285,28.065
0.14,-0.215,0.11375,-0.30875,1.285,28.065
0.09,0.215,0.11375,-0.30875,1.285,28.065
-0.09,0.215,0.11375,-0.30875,1.285,28.065
0.445,0.445,-0.43875,0.30875,1.285,28.065
-0.445,0.445,-0.43875,0.30875,1.285,28.065
-0.275,-0.445,-0.43875,0.30875,1.285,28.065
0.275,-0.445,-0.43875,0.30875,1.285,28.065
-0.29,-0.2475,0.43875,0.30875,1.285,28.065
0.29,-0.2475,0.43875,0.30875,1.285,28.065
0.335,0.2475,0.43875,0.30875,1.285,28.065
-0.335,0.2475,0.43875,0.30875,1.285,28.065
-0.275,-0.245,-0.0525,0.4875,0.0221875,30.8028125
0.275,-0.245,-0.0525,0.4875,0.0221875,30.8028125
-0.145,0.245,-0.0525,0.4875,0.0221875,30.8028125
0.145,0.245,-0.0525,0.4875,0.0221875,30.8028125
0.41,0.505,0.0525,0.4875,0.0221875,30.8028125
-0.41,0.505,0.0525,0.4875,0.0221875,30.8028125
-0.24,-0.505,0.0525,0.4875,0.0221875,30.8028125
0.24,-0.505,0.0525,0.4875,0.0221875,30.8028125
0.385,0.1575,0.2,-0.4875,0.0221875,30.8028125
-0.385,0.1575,0.2,-0.4875,0.0221875,30.8028125
-0.51,-0.1575,0.2,-0.4875,0.0221875,30.8028125
0.51,-0.1575,0.2,-0.4875,0.0221875,30.8028125
0.07,0.0625,-0.2,-0.4875,0.0221875,30.8028125
-0.07,0.0625,-0.2,-0.4875,0.0221875,30.8028125
1.125,-0.0625,-0.2,-0.4875,0.0221875,30.8028125
-1.125,-0.0625,-0.2,-0.4875,0.0221875,30.8028125
-0.41,-0.305,-0.265,-0.610625,-0.0221875,30.8028125
0.41,-0.305,-0.265,-0.610625,-0.0221875,30.8028125
0.11,0.305,-0.265,-0.610625,-0.0221875,30.8028125
-0.11,0.305,-0.265,-0.610625,-0.0221875,30.8028125
0.2,-0.115,0.265,-0.610625,-0.0221875,30.8028125
-0.2,-0.115,0.265,-0.610625,-0.0221875,30.8028125
-0.29,0.115,0.265,-0.610625,-0.0221875,30.8028125
0.29,0.115,0.265,-0.610625,-0.0221875,30.8028125
-0.175,-0.1525,-0.13375,0.610625,-0.0221875,30.8028125
0.175,-0.1525,-0.13375,0.610625,-0.0221875,30.8028125
-0.21,0.1525,-0.13375,0.610625,-0.0221875,30.8028125
0.21,0.1525,-0.13375,0.610625,-0.0221875,30.8028125
-0.185,-0.33,0.13375,0.610625,-0.0221875,30.8028125
0.185,-0.33,0.13375,0.610625,-0.0221875,30.8028125
0.185,0.33,0.13375,0.610625,-0.0221875,30.8028125
-0.185,0.33,0.13375,0.610625,-0.0221875,30.8028125
-0.255,-0.3325,-0.075,-0.888125,0.3096875,30.8509375
0.255,-0.3325,-0.075,-0.888125,0.3096875,30.8509375
0.06,0.3325,-0.075,-0.888125,0.3096875,30.8509375
-0.06,0.3325,-0.075,-0.888125,0.3096875,30.8509375
-0.09,-0.2375,0.075,-0.888125,0.3096875,30.8509375
0.09,-0.2375,0.075,-0.888125,0.3096875,30.8509375
0.065,0.2375,0.075,-0.888125,0.3096875,30.8509375
-0.065,0.2375,0.075,-0.888125,0.3096875,30.8509375
0.17,-0.0025,-0.07625,0.888125,0.3096875,30.8509375
-0.17,-0.0025,-0.07625,0.888125,0.3096875,30.8509375
0.265,0.0025,-0.07625,0.888125,0.3096875,30.8509375
-0.265,0.0025,-0.07625,0.888125,0.3096875,30.8509375
0.07,0.205,0.07625,0.888125,0.3096875,30.8509375
-0.07,0.205,0.07625,0.888125,0.3096875,30.8509375
0.05,-0.205,0.07625,0.888125,0.3096875,30.8509375
-0.05,-0.205,0.07625,0.888125,0.3096875,30.8509375
-0.2,0.0825,-0.3375,0.66375,-0.3096875,30.8509375
0.2,0.0825,-0.3375,0.66375,-0.3096875,30.8509375
0.055,-0.0825,-0.3375,0.66375,-0.3096875,30.8509375
-0.055,-0.0825,-0.3375,0.66375,-0.3096875,30.8509375
-0.37,-0.1525,0.3375,0.66375,-0.3096875,30.8509375
0.37,-0.1525,0.3375,0.66375,-0.3096875,30.8509375
0.215,0.1525,0.3375,0.66375,-0.3096875,30.8509375
-0.215,0.1525,0.3375,0.66375,-0.3096875,30.8509375
0.225,0.935,0.8625,-0.66375,-0.3096875,30.8509375
-0.225,0.935,0.8625,-0.66375,-0.3096875,30.8509375
0.395,-0.935,0.8625,-0.66375,-0.3096875,30.8509375
-0.395,-0.935,0.8625,-0.66375,-0.3096875,30.8509375
0.265,0.16,-0.8625,-0.66375,-0.3096875,30.8509375
-0.265,0.16,-0.8625,-0.66375,-0.3096875,30.8509375
0.075,-0.16,-0.8625,-0.66375,-0.3096875,30.8509375
-0.075,-0.16,-0.8625,-0.66375,-0.3096875,30.8509375
-0.085,0.39,0.70625,0.195,-1.3584375,29.3121875
0.085,0.39,0.70625,0.195,-1.3584375,29.3121875
0.335,-0.39,0.70625,0.195,-1.3584375,29.3121875
-0.335,-0.39,0.70625,0.195,-1.3584375,29.3121875
0.27,0.3875,-0.70625,0.195,-1.3584375,29.3121875
-0.27,0.3875,-0.70625,0.195,-1.3584375,29.3121875
-0.075,-0.3875,-0.70625,0.195,-1.3584375,29.3121875
0.075,-0.3875,-0.70625,0.195,-1.3584375,29.3121875
0.005,-0.1375,-0.68625,-0.195,-1.3584375,29.3121875
-0.005,-0.1375,-0.68625,-0.195,-1.3584375,29.3121875
-0.27,0.1375,-0.68625,-0.195,-1.3584375,29.3121875
0.27,0.1375,-0.68625,-0.195,-1.3584375,29.3121875
-0.03,-0.285,0.68625,-0.195,-1.3584375,29.3121875
0.03,-0.285,0.68625,-0.195,-1.3584375,29.3121875
-0.38,0.285,0.68625,-0.195,-1.3584375,29.3121875
0.38,0.285,0.68625,-0.195,-1.3584375,29.3121875
-0.185,-0.39,-0.4075,-0.278125,1.3584375,29.3121875
0.185,-0.39,-0.4075,-0.278125,1.3584375,29.3121875
-0.035,0.39,-0.4075,-0.278125,1.3584375,29.3121875
0.035,0.39,-0.4075,-0.278125,1.3584375,29.3121875
0.3,-0.73,0.4075,-0.278125,1.3584375,29.3121875
-0.3,-0.73,0.4075,-0.278125,1.3584375,29.3121875
-0.52,0.73,0.4075,-0.278125,1.3584375,29.3121875
0.52,0.73,0.4075,-0.278125,1.3584375,29.3121875
0.08,0.12,0.76125,0.278125,1.3584375,29.3121875
-0.08,0.12,0.76125,0.278125,1.3584375,29.3121875
0.14,-0.12,0.76125,0.278125,1.3584375,29.3121875
-0.14,-0.12,0.76125,0.278125,1.3584375,29.3121875
0.15,0.2925,-0.76125,0.278125,1.3584375,29.3121875
-0.15,0.2925,-0.76125,0.278125,1.3584375,29.3121875
0.185,-0.2925,-0.76125,0.278125,1.3584375,29.3121875
-0.185,-0.2925,-0.76125,0.278125,1.3584375,29.3121875
0.145,0.3925,0.25125,-1.20875,-0.4246875,30.9746875
-0.145,0.3925,0.25125,-1.20875,-0.4246875,30.9746875
0.31,-0.3925,0.25125,-1.20875,-0.4246875,30.9746875
-0.31,-0.3925,0.25125,-1.20875,-0.4246875,30.9746875
-0.19,-0.43,-0.25125,-1.20875,-0.4246875,30.9746875
0.19,-0.43,-0.25125,-1.20875,-0.4246875,30.9746875
-0.77,0.43,-0.25125,-1.20875,-0.4246875,30.9746875
0.77,0.43,-0.25125,-1.20875,-0.4246875,30.9746875
-0.055,-0.2025,-0.73125,1.20875,-0.4246875,30.9746875
0.055,-0.2025,-0.73125,1.20875,-0.4246875,30.9746875
-0.11,0.2025,-0.73125,1.20875,-0.4246875,30.9746875
0.11,0.2025,-0.73125,1.20875,-0.4246875,30.9746875
0.32,-0.51,0.73125,1.20875,-0.4246875,30.9746875
-0.32,-0.51,0.73125,1.20875,-0.4246875,30.9746875
0.2,0.51,0.73125,1.20875,-0.4246875,30.9746875
-0.2,0.51,0.73125,1.20875,-0.4246875,30.9746875
0.175,1.26,0.27875,-0.563125,0.4246875,30.9746875
-0.175,1.26,0.27875,-0.563125,0.4246875,30.9746875
0.135,-1.26,0.27875,-0.563125,0.4246875,30.9746875
-0.135,-1.26,0.27875,-0.563125,0.4246875,30.9746875
0.265,-0.3625,-0.27875,-0.563125,0.4246875,30.9746875
-0.265,-0.3625,-0.27875,-0.563125,0.4246875,30.9746875
-0.18,0.3625,-0.27875,-0.563125,0.4246875,30.9746875
0.18,0.3625,-0.27875,-0.563125,0.4246875,30.9746875
0.245,-0.4375,-0.52,0.563125,0.4246875,30.9746875
-0.245,-0.4375,-0.52,0.563125,0.4246875,30.9746875
0.19,0.4375,-0.52,0.563125,0.4246875,30.9746875
-0.19,0.4375,-0.52,0.563125,0.4246875,30.9746875
0.005,-0.6275,0.52,0.563125,0.4246875,30.9746875
-0.005,-0.6275,0.52,0.563125,0.4246875,30.9746875
0.01,0.6275,0.52,0.563125,0.4246875,30.9746875
-0.01,0.6275,0.52,0.563125,0.4246875,30.9746875
-0.22,-0.1525,0.50125,-0.6,-0.43125,33.7125
0.22,-0.1525,0.50125,-0.6,-0.43125,33.7125
0.335,0.1525,0.50125,-0.6,-0.43125,33.7125
-0.335,0.1525,0.50125,-0.6,-0.43125,33.7125
-0.115,-0.425,-0.50125,-0.6,-0.43125,33.7125
0.115,-0.425,-0.50125,-0.6,-0.43125,33.7125
-0.155,0.425,-0.50125,-0.6,-0.43125,33.7125
0.155,0.425,-0.50125,-0.6,-0.43125,33.7125
-0.675,-0.2275,-0.50875,0.6,-0.43125,33.7125
0.675,-0.2275,-0.50875,0.6,-0.43125,33.7125
0.03,0.2275,-0.50875,0.6,-0.43125,33.7125
-0.03,0.2275,-0.50875,0.6,-0.43125,33.7125
-0.19,-0.17,0.50875,0.6,-0.43125,33.7125
0.19,-0.17,0.50875,0.6,-0.43125,33.7125
0.18,0.17,0.50875,0.6,-0.43125,33.7125
-0.18,0.17,0.50875,0.6,-0.43125,33.7125
0.495,-0.615,-0.10375,0.56,0.43125,33.7125
-0.495,-0.615,-0.10375,0.56,0.43125,33.7125
-0.835,0.615,-0.10375,0.56,0.43125,33.7125
0.835,0.615,-0.10375,0.56,0.43125,33.7125
-0.01,0.1125,0.10375,0.56,0.43125,33.7125
0.01,0.1125,0.10375,0.56,0.43125,33.7125
0.295,-0.1125,0.10375,0.56,0.43125,33.7125
-0.295,-0.1125,0.10375,0.56,0.43125,33.7125
0.235,0.47,-0.21875,-0.56,0.43125,33.7125
-0.235,0.47,-0.21875,-0.56,0.43125,33.7125
-0.085,-0.47,-0.21875,-0.56,0.43125,33.7125
0.085,-0.47,-0.21875,-0.56,0.43125,33.7125
0.375,0.6825,0.21875,-0.56,0.43125,33.7125
-0.375,0.6825,0.21875,-0.56,0.43125,33.7125
-0.01,-0.6825,0.21875,-0.56,0.43125,33.7125
0.01,-0.6825,0.21875,-0.56,0.43125,33.7125
-0.275,-0.6275,-0.775,-1.00625,-0.94125,36.035
0.275,-0.6275,-0.775,-1.00625,-0.94125,36.035
-0.06,0.6275,-0.775,-1.00625,-0.94125,36.035
0.06,0.6275,-0.775,-1.00625,-0.94125,36.035
-0.385,-0.4875,0.775,-1.00625,-0.94125,36.035
0.385,-0.4875,0.775,-1.00625,-0.94125,36.035
-0.06,0.4875,0.775,-1.00625,-0.94125,36.035
0.06,0.4875,0.775,-1.00625,-0.94125,36.035
0.075,-0.0275,-0.3475,1.00625,-0.94125,36.035
-0.075,-0.0275,-0.3475,1.00625,-0.94125,36.035
-0.25,0.0275,-0.3475,1.00625,-0.94125,36.035
0.25,0.0275,-0.3475,1.00625,-0.94125,36.035
0.95,0.0325,0.3475,1.00625,-0.94125,36.035
-0.95,0.0325,0.3475,1.00625,-0.94125,36.035
-0.355,-0.0325,0.3475,1.00625,-0.94125,36.035
0.355,-0.0325,0.3475,1.00625,-0.94125,36.035
0.43,-0.42,0.0525,-0.45875,0.94125,36.035
-0.43,-0.42,0.0525,-0.45875,0.94125,36.035
-0.3,0.42,0.0525,-0.45875,0.94125,36.035
0.3,0.42,0.0525,-0.45875,0.94125,36.035
0.175,-0.05,-0.0525,-0.45875,0.94125,36.035
-0.175,-0.05,-0.0525,-0.45875,0.94125,36.035
-0.365,0.05,-0.0525,-0.45875,0.94125,36.035
0.365,0.05,-0.0525,-0.45875,0.94125,36.035
-0.615,-0.5075,-0.1225,0.45875,0.94125,36.035
0.615,-0.5075,-0.1225,0.45875,0.94125,36.035
-0.36,0.5075,-0.1225,0.45875,0.94125,36.035
0.36,0.5075,-0.1225,0.45875,0.94125,36.035
-0.06,0.3625,0.1225,0.45875,0.94125,36.035
0.06,0.3625,0.1225,0.45875,0.94125,36.035
0.025,-0.3625,0.1225,0.45875,0.94125,36.035
-0.025,-0.3625,0.1225,0.45875,0.94125,36.035
-0.01,-0.1075,0.4725,-0.83125,-0.6609375,36.6971875
0.01,-0.1075,0.4725,-0.83125,-0.6609375,36.6971875
-0.415,0.1075,0.4725,-0.83125,-0.6609375,36.6971875
0.415,0.1075,0.4725,-0.83125,-0.6609375,36.6971875
0.675,0.3125,-0.4725,-0.83125,-0.6609375,36.6971875
-0.675,0.3125,-0.4725,-0.83125,-0.6609375,36.6971875
0.07,-0.3125,-0.4725,-0.83125,-0.6609375,36.6971875
-0.07,-0.3125,-0.4725,-0.83125,-0.6609375,36.6971875
-0.6,-0.9825,-0.365,0.83125,-0.6609375,36.6971875
0.6,-0.9825,-0.365,0.83125,-0.6609375,36.6971875
-0.265,0.9825,-0.365,0.83125,-0.6609375,36.6971875
0.265,0.9825,-0.365,0.83125,-0.6609375,36.6971875
0.215,-0.3575,0.365,0.83125,-0.6609375,36.6971875
-0.215,-0.3575,0.365,0.83125,-0.6609375,36.6971875
-0.03,0.3575,0.365,0.83125,-0.6609375,36.6971875
0.03,0.3575,0.365,0.83125,-0.6609375,36.6971875
0.05,0.155,0.0125,-0.155625,0.6609375,36.6971875
-0.05,0.155,0.0125,-0.155625,0.6609375,36.6971875
-0.45,-0.155,0.0125,-0.155625,0.6609375,36.6971875
0.45,-0.155,0.0125,-0.155625,0.6609375,36.6971875
0.075,-0.205,-0.0125,-0.155625,0.6609375,36.6971875
-0.075,-0.205,-0.0125,-0.155625,0.6609375,36.6971875
0.085,0.205,-0.0125,-0.155625,0.6609375,36.6971875
-0.085,0.205,-0.0125,-0.155625,0.6609375,36.6971875
0.02,0.615,-0.75875,0.155625,0.6609375,36.6971875
-0.02,0.615,-0.75875,0.155625,0.6609375,36.6971875
-0.21,-0.615,-0.75875,0.155625,0.6609375,36.6971875
0.21,-0.615,-0.75875,0.155625,0.6609375,36.6971875
-0.255,-1.1675,0.75875,0.155625,0.6609375,36.6971875
0.255,-1.1675,0.75875,0.155625,0.6609375,36.6971875
0.53,1.1675,0.75875,0.155625,0.6609375,36.6971875
-0.53,1.1675,0.75875,0.155625,0.6609375,36.6971875
-0.295,-0.4,-0.1075,0.119375,1.4125,39.340625
0.295,-0.4,-0.1075,0.119375,1.4125,39.340625
-0.145,0.4,-0.1075,0.119375,1.4125,39.340625
0.145,0.4,-0.1075,0.119375,1.4125,39.340625
0.57,-0.07,0.1075,0.119375,1.4125,39.340625
-0.57,-0.07,0.1075,0.119375,1.4125,39.340625
0.53,0.07,0.1075,0.119375,1.4125,39.340625
-0.53,0.07,0.1075,0.119375,1.4125,39.340625
-0.895,-0.005,0.24625,-0.119375,1.4125,39.340625
0.895,-0.005,0.24625,-0.119375,1.4125,39.340625
0.255,0.005,0.24625,-0.119375,1.4125,39.340625
-0.255,0.005,0.24625,-0.119375,1.4125,39.340625
-0.26,-0.7175,-0.24625,-0.119375,1.4125,39.340625
0.26,-0.7175,-0.24625,-0.119375,1.4125,39.340625
1.245,0.7175,-0.24625,-0.119375,1.4125,39.340625
-1.245,0.7175,-0.24625,-0.119375,1.4125,39.340625
0.43,0.425,0.315,0.051875,-1.4125,39.340625
-0.43,0.425,0.315,0.051875,-1.4125,39.340625
0.74,-0.425,0.315,0.051875,-1.4125,39.340625
-0.74,-0.425,0.315,0.051875,-1.4125,39.340625
-0.455,0.36,-0.315,0.051875,-1.4125,39.340625
0.455,0.36,-0.315,0.051875,-1.4125,39.340625
0.165,-0.36,-0.315,0.051875,-1.4125,39.340625
-0.165,-0.36,-0.315,0.051875,-1.4125,39.340625
-0.56,-0.1725,0.09625,-0.051875,-1.4125,39.340625
0.56,-0.1725,0.09625,-0.051875,-1.4125,39.340625
0.515,0.1725,0.09625,-0.051875,-1.4125,39.340625
-0.515,0.1725,0.09625,-0.051875,-1.4125,39.340625
0.195,0.045,-0.09625,-0.051875,-1.4125,39.340625
-0.195,0.045,-0.09625,-0.051875,-1.4125,39.340625
0.195,-0.045,-0.09625,-0.051875,-1.4125,39.340625
-0.195,-0.045,-0.09625,-0.051875,-1.4125,39.340625
0.305,-0.9725,-1.245,-1.175625,-1.8878125,41.1959375
-0.305,-0.9725,-1.245,-1.175625,-1.8878125,41.1959375
-0.81,0.9725,-1.245,-1.175625,-1.8878125,41.1959375
0.81,0.9725,-1.245,-1.175625,-1.8878125,41.1959375
-0.615,-0.3425,1.245,-1.175625,-1.8878125,41.1959375
0.615,-0.3425,1.245,-1.175625,-1.8878125,41.1959375
-0.54,0.3425,1.245,-1.175625,-1.8878125,41.1959375
0.54,0.3425,1.245,-1.175625,-1.8878125,41.1959375
0.26,-0.2975,-0.51625,1.175625,-1.8878125,41.1959375
-0.26,-0.2975,-0.51625,1.175625,-1.8878125,41.1959375
-0.765,0.2975,-0.51625,1.175625,-1.8878125,41.1959375
0.765,0.2975,-0.51625,1.175625,-1.8878125,41.1959375
-0.23,-0.08,0.51625,1.175625,-1.8878125,41.1959375
0.23,-0.08,0.51625,1.175625,-1.8878125,41.1959375
0.52,0.08,0.51625,1.175625,-1.8878125,41.1959375
-0.52,0.08,0.51625,1.175625,-1.8878125,41.1959375
-0.395,-0.28,-0.7025,-1.01625,1.8878125,41.1959375
0.395,-0.28,-0.7025,-1.01625,1.8878125,41.1959375
0.235,0.28,-0.7025,-1.01625,1.8878125,41.1959375
-0.235,0.28,-0.7025,-1.01625,1.8878125,41.1959375
-0.52,-0.4,0.7025,-1.01625,1.8878125,41.1959375
0.52,-0.4,0.7025,-1.01625,1.8878125,41.1959375
-0.44,0.4,0.7025,-1.01625,1.8878125,41.1959375
0.44,0.4,0.7025,-1.01625,1.8878125,41.1959375
-0.195,0.1825,-0.3675,1.01625,1.8878125,41.1959375
0.195,0.1825,-0.3675,1.01625,1.8878125,41.1959375
-0.86,-0.1825,-0.3675,1.01625,1.8878125,41.1959375
0.86,-0.1825,-0.3675,1.01625,1.8878125,41.1959375
-0.485,-0.1425,0.3675,1.01625,1.8878125,41.1959375
0.485,-0.1425,0.3675,1.01625,1.8878125,41.1959375
-0.12,0.1425,0.3675,1.01625,1.8878125,41.1959375
0.12,0.1425,0.3675,1.01625,1.8878125,41.1959375
-0.58,-0.225,-0.6825,1.679375,-0.293125,45.52125
0.58,-0.225,-0.6825,1.679375,-0.293125,45.52125
-0.35,0.225,-0.6825,1.679375,-0.293125,45.52125
0.35,0.225,-0.6825,1.679375,-0.293125,45.52125
-0.715,0.455,0.6825,1.679375,-0.293125,45.52125
0.715,0.455,0.6825,1.679375,-0.293125,45.52125
0.635,-0.455,0.6825,1.679375,-0.293125,45.52125
-0.635,-0.455,0.6825,1.679375,-0.293125,45.52125
1.085,0.895,0.07125,-1.679375,-0.293125,45.52125
-1.085,0.895,0.07125,-1.679375,-0.293125,45.52125
0.515,-0.895,0.07125,-1.679375,-0.293125,45.52125
-0.515,-0.895,0.07125,-1.679375,-0.293125,45.52125
-0.875,-0.5025,-0.07125,-1.679375,-0.293125,45.52125
0.875,-0.5025,-0.07125,-1.679375,-0.293125,45.52125
-0.01,0.5025,-0.07125,-1.679375,-0.293125,45.52125
0.01,0.5025,-0.07125,-1.679375,-0.293125,45.52125
0.27,-0.355,-0.31625,-2.173125,0.293125,45.52125
-0.27,-0.355,-0.31625,-2.173125,0.293125,45.52125
0.89,0.355,-0.31625,-2.173125,0.293125,45.52125
-0.89,0.355,-0.31625,-2.173125,0.293125,45.52125
-0.26,0.1225,0.31625,-2.173125,0.293125,45.52125
0.26,0.1225,0.31625,-2.173125,0.293125,45.52125
-0.105,-0.1225,0.31625,-2.173125,0.293125,45.52125
