d1,d2,d3,d4,d5,a5
-0.785,-0.2,0.71125,-0.09375,-0.5140625,60.9515625
-0.565,0.2,0.71125,-0.09375,-0.5140625,60.9515625
0.565,0.2,0.71125,-0.09375,-0.5140625,60.9515625
0.795,1.2125,-0.71125,-0.09375,-0.5140625,60.9515625
-0.795,1.2125,-0.71125,-0.09375,-0.5140625,60.9515625
0.49,-1.2125,-0.71125,-0.09375,-0.5140625,60.9515625
-0.49,-1.2125,-0.71125,-0.09375,-0.5140625,60.9515625
0.305,0.5025,-0.98125,-3.131875,0.5140625,60.9515625
-0.305,0.5025,-0.98125,-3.131875,0.5140625,60.9515625
0.26,-0.5025,-0.98125,-3.131875,0.5140625,60.9515625
-0.26,-0.5025,-0.98125,-3.131875,0.5140625,60.9515625
-0.79,-1.795,0.98125,-3.131875,0.5140625,60.9515625
0.79,-1.795,0.98125,-3.131875,0.5140625,60.9515625
-0.42,1.795,0.98125,-3.131875,0.5140625,60.9515625
0.42,1.795,0.98125,-3.131875,0.5140625,60.9515625
-0.01,-1.0675,-0.61,3.131875,0.5140625,60.9515625
0.01,-1.0675,-0.61,3.131875,0.5140625,60.9515625
-0.975,1.0675,-0.61,3.131875,0.5140625,60.9515625
0.975,1.0675,-0.61,3.131875,0.5140625,60.9515625
-0.035,0.6975,0.61,3.131875,0.5140625,60.9515625
0.035,0.6975,0.61,3.131875,0.5140625,60.9515625
0.13,-0.6975,0.61,3.131875,0.5140625,60.9515625
-0.13,-0.6975,0.61,3.131875,0.5140625,60.9515625
1.385,0.4725,-0.5625,-0.64375,0.17,63.45875
-1.385,0.4725,-0.5625,-0.64375,0.17,63.45875
-0.06,-0.4725,-0.5625,-0.64375,0.17,63.45875
0.06,-0.4725,-0.5625,-0.64375,0.17,63.45875
0.11,0.1925,0.5625,-0.64375,0.17,63.45875
-0.11,0.1925,0.5625,-0.64375,0.17,63.45875
0.255,-0.1925,0.5625,-0.64375,0.17,63.45875
-0.255,-0.1925,0.5625,-0.64375,0.17,63.45875
0.65,-0.94,-0.8525,0.64375,0.17,63.45875
-0.65,-0.94,-0.8525,0.64375,0.17,63.45875
-0.98,0.94,-0.8525,0.64375,0.17,63.45875
0.98,0.94,-0.8525,0.64375,0.17,63.45875
-0.39,-0.635,0.8525,0.64375,0.17,63.45875
0.39,-0.635,0.8525,0.64375,0.17,63.45875
-0.7,0.635,0.8525,0.64375,0.17,63.45875
0.7,0.635,0.8525,0.64375,0.17,63.45875
0.655,0.81,1.22125,-0.265,-0.17,63.45875
-0.655,0.81,1.22125,-0.265,-0.17,63.45875
0.245,-0.81,1.22125,-0.265,-0.17,63.45875
-0.245,-0.81,1.22125,-0.265,-0.17,63.45875
0.23,-0.1025,-1.22125,-0.265,-0.17,63.45875
-0.23,-0.1025,-1.22125,-0.265,-0.17,63.45875
0.355,0.1025,-1.22125,-0.265,-0.17,63.45875
-0.355,0.1025,-1.22125,-0.265,-0.17,63.45875
-0.28,-0.3625,-1.10125,0.265,-0.17,63.45875
0.28,-0.3625,-1.10125,0.265,-0.17,63.45875
-0.355,0.3625,-1.10125,0.265,-0.17,63.45875
0.355,0.3625,-1.10125,0.265,-0.17,63.45875
-1.155,-0.95,1.10125,0.265,-0.17,63.45875
1.155,-0.95,1.10125,0.265,-0.17,63.45875
-0.665,0.95,1.10125,0.265,-0.17,63.45875
0.665,0.95,1.10125,0.265,-0.17,63.45875
-0.015,0.4325,0.3,-0.768125,-2.1971875,67.2178125
0.015,0.4325,0.3,-0.768125,-2.1971875,67.2178125
-0.58,-0.4325,0.3,-0.768125,-2.1971875,67.2178125
0.58,-0.4325,0.3,-0.768125,-2.1971875,67.2178125
-0.085,-0.5975,-0.3,-0.768125,-2.1971875,67.2178125
0.085,-0.5975,-0.3,-0.768125,-2.1971875,67.2178125
-0.38,0.5975,-0.3,-0.768125,-2.1971875,67.2178125
0.38,0.5975,-0.3,-0.768125,-2.1971875,67.2178125
0.275,-0.265,0.33125,0.768125,-2.1971875,67.2178125
-0.275,-0.265,0.33125,0.768125,-2.1971875,67.2178125
-0.445,0.265,0.33125,0.768125,-2.1971875,67.2178125
0.445,0.265,0.33125,0.768125,-2.1971875,67.2178125
-0.6,-0.1675,-0.33125,0.768125,-2.1971875,67.2178125
0.6,-0.1675,-0.33125,0.768125,-2.1971875,67.2178125
-0.355,0.1675,-0.33125,0.768125,-2.1971875,67.2178125
0.355,0.1675,-0.33125,0.768125,-2.1971875,67.2178125
-0.24,-0.6175,-0.09125,-0.88625,2.1971875,67.2178125
0.24,-0.6175,-0.09125,-0.88625,2.1971875,67.2178125
0.005,0.6175,-0.09125,-0.88625,2.1971875,67.2178125
-0.005,0.6175,-0.09125,-0.88625,2.1971875,67.2178125
0.11,-0.28,0.09125,-0.88625,2.1971875,67.2178125
-0.11,-0.28,0.09125,-0.88625,2.1971875,67.2178125
0.02,0.28,0.09125,-0.88625,2.1971875,67.2178125
-0.02,0.28,0.09125,-0.88625,2.1971875,67.2178125
-0.595,-0.8025,-1.12375,0.88625,2.1971875,67.2178125
0.595,-0.8025,-1.12375,0.88625,2.1971875,67.2178125
-0.35,0.8025,-1.12375,0.88625,2.1971875,67.2178125
0.35,0.8025,-1.12375,0.88625,2.1971875,67.2178125
-0.155,-0.17,1.12375,0.88625,2.1971875,67.2178125
0.155,-0.17,1.12375,0.88625,2.1971875,67.2178125
-0.185,0.17,1.12375,0.88625,2.1971875,67.2178125
0.185,0.17,1.12375,0.88625,2.1971875,67.2178125
0.35,-0.0675,-0.59875,-1.129375,0.7525,73.433125
-0.35,-0.0675,-0.59875,-1.129375,0.7525,73.433125
0.065,0.0675,-0.59875,-1.129375,0.7525,73.433125
-0.065,0.0675,-0.59875,-1.129375,0.7525,73.433125
-0.65,-0.475,0.59875,-1.129375,0.7525,73.433125
0.65,-0.475,0.59875,-1.129375,0.7525,73.433125
0.07,0.475,0.59875,-1.129375,0.7525,73.433125
-0.07,0.475,0.59875,-1.129375,0.7525,73.433125
-0.455,0.1275,0.0125,1.129375,0.7525,73.433125
0.455,0.1275,0.0125,1.129375,0.7525,73.433125
0.56,-0.1275,0.0125,1.129375,0.7525,73.433125
-0.56,-0.1275,0.0125,1.129375,0.7525,73.433125
-1.315,-0.5075,-0.0125,1.129375,0.7525,73.433125
1.315,-0.5075,-0.0125,1.129375,0.7525,73.433125
-1.11,0.5075,-0.0125,1.129375,0.7525,73.433125
1.11,0.5075,-0.0125,1.129375,0.7525,73.433125
0.165,0.2275,2.195,1.441875,-0.7525,73.433125
-0.165,0.2275,2.195,1.441875,-0.7525,73.433125
0.71,-0.2275,2.195,1.441875,-0.7525,73.433125
-0.71,-0.2275,2.195,1.441875,-0.7525,73.433125
-0.205,0.1375,-2.195,1.441875,-0.7525,73.433125
0.205,0.1375,-2.195,1.441875,-0.7525,73.433125
0.36,-0.1375,-2.195,1.441875,-0.7525,73.433125
-0.36,-0.1375,-2.195,1.441875,-0.7525,73.433125
-0.355,-0.01,0.79625,-1.441875,-0.7525,73.433125
0.355,-0.01,0.79625,-1.441875,-0.7525,73.433125
1.185,0.01,0.79625,-1.441875,-0.7525,73.433125
-1.185,0.01,0.79625,-1.441875,-0.7525,73.433125
0.36,1.0375,-0.79625,-1.441875,-0.7525,73.433125
-0.36,1.0375,-0.79625,-1.441875,-0.7525,73.433125
0.075,-1.0375,-0.79625,-1.441875,-0.7525,73.433125
-0.075,-1.0375,-0.79625,-1.441875,-0.7525,73.433125
-0.69,-0.59,-1.36875,-2.914375,-2.963125,78.60625
0.69,-0.59,-1.36875,-2.914375,-2.963125,78.60625
0.12,0.59,-1.36875,-2.914375,-2.963125,78.60625
-0.12,0.59,-1.36875,-2.914375,-2.963125,78.60625
0.025,-0.5625,1.36875,-2.914375,-2.963125,78.60625
-0.025,-0.5625,1.36875,-2.914375,-2.963125,78.60625
-0.52,0.5625,1.36875,-2.914375,-2.963125,78.60625
0.52,0.5625,1.36875,-2.914375,-2.963125,78.60625
-0.14,-0.685,-1.3325,2.914375,-2.963125,78.60625
0.14,-0.685,-1.3325,2.914375,-2.963125,78.60625
-0.27,0.685,-1.3325,2.914375,-2.963125,78.60625
0.27,0.685,-1.3325,2.914375,-2.963125,78.60625
-0.125,-0.005,1.3325,2.914375,-2.963125,78.60625
0.125,-0.005,1.3325,2.914375,-2.963125,78.60625
-0.745,0.005,1.3325,2.914375,-2.963125,78.60625
0.745,0.005,1.3325,2.914375,-2.963125,78.60625
0.015,-0.805,0.42875,0.751875,2.963125,78.60625
-0.015,-0.805,0.42875,0.751875,2.963125,78.60625
0.365,0.805,0.42875,0.751875,2.963125,78.60625
-0.365,0.805,0.42875,0.751875,2.963125,78.60625
0.44,0.2775,-0.42875,0.751875,2.963125,78.60625
-0.44,0.2775,-0.42875,0.751875,2.963125,78.60625
-1.265,-0.2775,-0.42875,0.751875,2.963125,78.60625
1.265,-0.2775,-0.42875,0.751875,2.963125,78.60625
0.155,-0.62,-0.1025,-0.751875,2.963125,78.60625
-0.155,-0.62,-0.1025,-0.751875,2.963125,78.60625
0.145,0.62,-0.1025,-0.751875,2.963125,78.60625
-0.145,0.62,-0.1025,-0.751875,2.963125,78.60625
-0.62,-1.28,0.1025,-0.751875,2.963125,78.60625
0.62,-1.28,0.1025,-0.751875,2.963125,78.60625
-0.88,1.28,0.1025,-0.751875,2.963125,78.60625
0.88,1.28,0.1025,-0.751875,2.963125,78.60625
-1.21,-1.1825,-0.90625,-2.81625,-2.8803125,92.7353125
1.21,-1.1825,-0.90625,-2.81625,-2.8803125,92.7353125
0.115,1.1825,-0.90625,-2.81625,-2.8803125,92.7353125
-0.115,1.1825,-0.90625,-2.81625,-2.8803125,92.7353125
0.48,1.085,0.90625,-2.81625,-2.8803125,92.7353125
-0.48,1.085,0.90625,-2.81625,-2.8803125,92.7353125
0.34,-1.085,0.90625,-2.81625,-2.8803125,92.7353125
-0.34,-1.085,0.90625,-2.81625,-2.8803125,92.7353125
-1.57,-0.7375,-0.76375,2.81625,-2.8803125,92.7353125
1.57,-0.7375,-0.76375,2.81625,-2.8803125,92.7353125
-0.905,0.7375,-0.76375,2.81625,-2.8803125,92.7353125
0.905,0.7375,-0.76375,2.81625,-2.8803125,92.7353125
-2.105,-1.24,0.76375,2.81625,-2.8803125,92.7353125
2.105,-1.24,0.76375,2.81625,-2.8803125,92.7353125
-1.135,1.24,0.76375,2.81625,-2.8803125,92.7353125
1.135,1.24,0.76375,2.81625,-2.8803125,92.7353125
-1.095,-0.26,0.805,-0.755625,2.8803125,92.7353125
1.095,-0.26,0.805,-0.755625,2.8803125,92.7353125
0.455,0.26,0.805,-0.755625,2.8803125,92.7353125
-0.455,0.26,0.805,-0.755625,2.8803125,92.7353125
0.85,1.425,-0.805,-0.755625,2.8803125,92.7353125
-0.85,1.425,-0.805,-0.755625,2.8803125,92.7353125
-1.19,-1.425,-0.805,-0.755625,2.8803125,92.7353125
1.19,-1.425,-0.805,-0.755625,2.8803125,92.7353125
-0.835,-1.285,-0.81125,0.755625,2.8803125,92.7353125
0.835,-1.285,-0.81125,0.755625,2.8803125,92.7353125
-1.445,1.285,-0.81125,0.755625,2.8803125,92.7353125
1.445,1.285,-0.81125,0.755625,2.8803125,92.7353125
0.105,1.1125,0.81125,0.755625,2.8803125,92.7353125
-0.105,1.1125,0.81125,0.755625,2.8803125,92.7353125
1.64,-1.1125,0.81125,0.755625,2.8803125,92.7353125
-1.64,-1.1125,0.81125,0.755625,2.8803125,92.7353125
-0.195,0.9025,0.66625,-0.883125,-2.4328125,92.5721875
0.195,0.9025,0.66625,-0.883125,-2.4328125,92.5721875
-0.3,-0.9025,0.66625,-0.883125,-2.4328125,92.5721875
0.3,-0.9025,0.66625,-0.883125,-2.4328125,92.5721875
0.415,-0.675,-0.66625,-0.883125,-2.4328125,92.5721875
-0.415,-0.675,-0.66625,-0.883125,-2.4328125,92.5721875
0.975,0.675,-0.66625,-0.883125,-2.4328125,92.5721875
-0.975,0.675,-0.66625,-0.883125,-2.4328125,92.5721875
-1.08,-2.19,0.1175,0.883125,-2.4328125,92.5721875
1.08,-2.19,0.1175,0.883125,-2.4328125,92.5721875
1.07,2.19,0.1175,0.883125,-2.4328125,92.5721875
-1.07,2.19,0.1175,0.883125,-2.4328125,92.5721875
0.32,0.055,-0.1175,0.883125,-2.4328125,92.5721875
-0.32,0.055,-0.1175,0.883125,-2.4328125,92.5721875
-0.35,-0.055,-0.1175,0.883125,-2.4328125,92.5721875
0.35,-0.055,-0.1175,0.883125,-2.4328125,92.5721875
-1.135,-2.11,-1.9925,1.1825,2.4328125,92.5721875
1.135,-2.11,-1.9925,1.1825,2.4328125,92.5721875
-0.435,2.11,-1.9925,1.1825,2.4328125,92.5721875
0.435,2.11,-1.9925,1.1825,2.4328125,92.5721875
-1.81,-0.36,1.9925,1.1825,2.4328125,92.5721875
1.81,-0.36,1.9925,1.1825,2.4328125,92.5721875
0.62,0.36,1.9925,1.1825,2.4328125,92.5721875
-0.62,0.36,1.9925,1.1825,2.4328125,92.5721875
-0.62,0.5,1.3975,-1.1825,2.4328125,92.5721875
0.62,0.5,1.3975,-1.1825,2.4328125,92.5721875
0.96,-0.5,1.3975,-1.1825,2.4328125,92.5721875
-0.96,-0.5,1.3975,-1.1825,2.4328125,92.5721875
-0.765,1.04,-1.3975,-1.1825,2.4328125,92.5721875
0.765,1.04,-1.3975,-1.1825,2.4328125,92.5721875
0.535,-1.04,-1.3975,-1.1825,2.4328125,92.5721875
-0.535,-1.04,-1.3975,-1.1825,2.4328125,92.5721875
-0.22,0.8025,-0.60125,-0.51,-4.6353125,95.3040625
0.22,0.8025,-0.60125,-0.51,-4.6353125,95.3040625
1.105,-0.8025,-0.60125,-0.51,-4.6353125,95.3040625
-1.105,-0.8025,-0.60125,-0.51,-4.6353125,95.3040625
-0.175,-0.565,0.60125,-0.51,-4.6353125,95.3040625
0.175,-0.565,0.60125,-0.51,-4.6353125,95.3040625
-0.325,0.565,0.60125,-0.51,-4.6353125,95.3040625
0.325,0.565,0.60125,-0.51,-4.6353125,95.3040625
0.29,1.275,-0.40375,0.51,-4.6353125,95.3040625
-0.29,1.275,-0.40375,0.51,-4.6353125,95.3040625
-0.53,-1.275,-0.40375,0.51,-4.6353125,95.3040625
0.53,-1.275,-0.40375,0.51,-4.6353125,95.3040625
-1.83,-1.6225,0.40375,0.51,-4.6353125,95.3040625
1.83,-1.6225,0.40375,0.51,-4.6353125,95.3040625
0.405,1.6225,0.40375,0.51,-4.6353125,95.3040625
-0.405,1.6225,0.40375,0.51,-4.6353125,95.3040625
-1.095,-1.695,-1.67375,-2.185625,4.6353125,95.3040625
1.095,-1.695,-1.67375,-2.185625,4.6353125,95.3040625
-2.255,1.695,-1.67375,-2.185625,4.6353125,95.3040625
2.255,1.695,-1.67375,-2.185625,4.6353125,95.3040625
1.275,0.0575,1.67375,-2.185625,4.6353125,95.3040625
-1.275,0.0575,1.67375,-2.185625,4.6353125,95.3040625
-0.1,-0.0575,1.67375,-2.185625,4.6353125,95.3040625
0.1,-0.0575,1.67375,-2.185625,4.6353125,95.3040625
0.625,-0.975,-0.875,2.185625,4.6353125,95.3040625
-0.625,-0.975,-0.875,2.185625,4.6353125,95.3040625
0.375,0.975,-0.875,2.185625,4.6353125,95.3040625
-0.375,0.975,-0.875,2.185625,4.6353125,95.3040625
1.465,-2.005,0.875,2.185625,4.6353125,95.3040625
-1.465,-2.005,0.875,2.185625,4.6353125,95.3040625
-0.475,2.005,0.875,2.185625,4.6353125,95.3040625
0.475,2.005,0.875,2.185625,4.6353125,95.3040625
-1.38,-1.4075,0.39625,1.925,-2.611875,108.238125
1.38,-1.4075,0.39625,1.925,-2.611875,108.238125
-0.585,1.4075,0.39625,1.925,-2.611875,108.238125
0.585,1.4075,0.39625,1.925,-2.611875,108.238125
0.06,3.135,-0.39625,1.925,-2.611875,108.238125
-0.06,3.135,-0.39625,1.925,-2.611875,108.238125
1.68,-3.135,-0.39625,1.925,-2.611875,108.238125
-1.68,-3.135,-0.39625,1.925,-2.611875,108.238125
1.04,1.2425,-1.48375,-1.925,-2.611875,108.238125
-1.04,1.2425,-1.48375,-1.925,-2.611875,108.238125
-0.625,-1.2425,-1.48375,-1.925,-2.611875,108.238125
0.625,-1.2425,-1.48375,-1.925,-2.611875,108.238125
-0.835,1.57,1.48375,-1.925,-2.611875,108.238125
0.835,1.57,1.48375,-1.925,-2.611875,108.238125
2.015,-1.57,1.48375,-1.925,-2.611875,108.238125
-2.015,-1.57,1.48375,-1.925,-2.611875,108.238125
-1.895,-1.075,-2.84125,-4.03875,2.611875,108.238125
1.895,-1.075,-2.84125,-4.03875,2.611875,108.238125
-1.195,1.075,-2.84125,-4.03875,2.611875,108.238125
1.195,1.075,-2.84125,-4.03875,2.611875,108.238125
0.295,-0.8475,2.84125,-4.03875,2.611875,108.238125
-0.295,-0.8475,2.84125,-4.03875,2.611875,108.238125
0.38,0.8475,2.84125,-4.03875,2.611875,108.238125
-0.38,0.8475,2.84125,-4.03875,2.611875,108.238125
-0.81,-1.705,-2.22375,4.03875,2.611875,108.238125
0.81,-1.705,-2.22375,4.03875,2.611875,108.238125
-0.57,1.705,-2.22375,4.03875,2.611875,108.238125
0.57,1.705,-2.22375,4.03875,2.611875,108.238125
-0.915,-1.3275,2.22375,4.03875,2.611875,108.238125
0.915,-1.3275,2.22375,4.03875,2.611875,108.238125
-0.95,1.3275,2.22375,4.03875,2.611875,108.238125
0.95,1.3275,2.22375,4.03875,2.611875,108.238125
1.12,-0.4775,2.1625,-3.506875,-4.3825,124.544375
-1.12,-0.4775,2.1625,-3.506875,-4.3825,124.544375
0.535,0.4775,2.1625,-3.506875,-4.3825,124.544375
-0.535,0.4775,2.1625,-3.506875,-4.3825,124.544375
1.085,0.0625,-2.1625,-3.506875,-4.3825,124.544375
-1.085,0.0625,-2.1625,-3.506875,-4.3825,124.544375
-1.9,-0.0625,-2.1625,-3.506875,-4.3825,124.544375
1.9,-0.0625,-2.1625,-3.506875,-4.3825,124.544375
-0.94,-1.355,-1.39375,3.506875,-4.3825,124.544375
0.94,-1.355,-1.39375,3.506875,-4.3825,124.544375
-0.08,1.355,-1.39375,3.506875,-4.3825,124.544375
0.08,1.355,-1.39375,3.506875,-4.3825,124.544375
0.875,0.0425,1.39375,3.506875,-4.3825,124.544375
-0.875,0.0425,1.39375,3.506875,-4.3825,124.544375
0.79,-0.0425,1.39375,3.506875,-4.3825,124.544375
-0.79,-0.0425,1.39375,3.506875,-4.3825,124.544375
-1.095,-2.805,-1.19875,0.291875,4.3825,124.544375
1.095,-2.805,-1.19875,0.291875,4.3825,124.544375
-1.735,2.805,-1.19875,0.291875,4.3825,124.544375
1.735,2.805,-1.19875,0.291875,4.3825,124.544375
-0.645,0.4775,1.19875,0.291875,4.3825,124.544375
0.645,0.4775,1.19875,0.291875,4.3825,124.544375
-1.09,-0.4775,1.19875,0.291875,4.3825,124.544375
1.09,-0.4775,1.19875,0.291875,4.3825,124.544375
-0.375,0.475,-2.115,-0.291875,4.3825,124.544375
0.375,0.475,-2.115,-0.291875,4.3825,124.544375
1.715,-0.475,-2.115,-0.291875,4.3825,124.544375
-1.715,-0.475,-2.115,-0.291875,4.3825,124.544375
-2.755,-5.695,2.115,-0.291875,4.3825,124.544375
2.755,-5.695,2.115,-0.291875,4.3825,124.544375
2.095,5.695,2.115,-0.291875,4.3825,124.544375
-2.095,5.695,2.115,-0.291875,4.3825,124.544375
-2.535,-0.9725,0.26,-1.57875,0.2259375,135.9303125
2.535,-0.9725,0.26,-1.57875,0.2259375,135.9303125
0.95,0.9725,0.26,-1.57875,0.2259375,135.9303125
-0.95,0.9725,0.26,-1.57875,0.2259375,135.9303125
0.31,0.0025,-0.26,-1.57875,0.2259375,135.9303125
-0.31,0.0025,-0.26,-1.57875,0.2259375,135.9303125
2.365,-0.0025,-0.26,-1.57875,0.2259375,135.9303125
-2.365,-0.0025,-0.26,-1.57875,0.2259375,135.9303125
-0.7,0.0725,-2.4875,1.57875,0.2259375,135.9303125
0.7,0.0725,-2.4875,1.57875,0.2259375,135.9303125
1.205,-0.0725,-2.4875,1.57875,0.2259375,135.9303125
-1.205,-0.0725,-2.4875,1.57875,0.2259375,135.9303125
-0.28,-0.2825,2.4875,1.57875,0.2259375,135.9303125
0.28,-0.2825,2.4875,1.57875,0.2259375,135.9303125
-0.485,0.2825,2.4875,1.57875,0.2259375,135.9303125
0.485,0.2825,2.4875,1.57875,0.2259375,135.9303125
-0.86,2.8725,-0.04625,5.919375,-0.2259375,135.9303125
0.86,2.8725,-0.04625,5.919375,-0.2259375,135.9303125
2.665,-2.8725,-0.04625,5.919375,-0.2259375,135.9303125
-2.665,-2.8725,-0.04625,5.919375,-0.2259375,135.9303125
-2.825,-3.195,0.04625,5.919375,-0.2259375,135.9303125
2.825,-3.195,0.04625,5.919375,-0.2259375,135.9303125
-0.335,3.195,0.04625,5.919375,-0.2259375,135.9303125
0.335,3.195,0.04625,5.919375,-0.2259375,135.9303125
2.045,3.72,3.04,-5.919375,-0.2259375,135.9303125
-2.045,3.72,3.04,-5.919375,-0.2259375,135.9303125
0.205,-3.72,3.04,-5.919375,-0.2259375,135.9303125
-0.205,-3.72,3.04,-5.919375,-0.2259375,135.9303125
1.78,2.535,-3.04,-5.919375,-0.2259375,135.9303125
-1.78,2.535,-3.04,-5.919375,-0.2259375,135.9303125
-0.53,-2.535,-3.04,-5.919375,-0.2259375,135.9303125
0.53,-2.535,-3.04,-5.919375,-0.2259375,135.9303125
-1.145,-0.4525,0.84125,3.76375,3.481875,115.950625
1.145,-0.4525,0.84125,3.76375,3.481875,115.950625
-2.29,0.4525,0.84125,3.76375,3.481875,115.950625
2.29,0.4525,0.84125,3.76375,3.481875,115.950625
-0.505,2.24,-0.84125,3.76375,3.481875,115.950625
0.505,2.24,-0.84125,3.76375,3.481875,115.950625
1.295,-2.24,-0.84125,3.76375,3.481875,115.950625
-1.295,-2.24,-0.84125,3.76375,3.481875,115.950625
-0.67,2.1825,1.24875,-3.76375,3.481875,115.950625
0.67,2.1825,1.24875,-3.76375,3.481875,115.950625
0.265,-2.1825,1.24875,-3.76375,3.481875,115.950625
-0.265,-2.1825,1.24875,-3.76375,3.481875,115.950625
-1.495,0.105,-1.24875,-3.76375,3.481875,115.950625
1.495,0.105,-1.24875,-3.76375,3.481875,115.950625
0.695,-0.105,-1.24875,-3.76375,3.481875,115.950625
-0.695,-0.105,-1.24875,-3.76375,3.481875,115.950625
-0.745,-2.19,0.01875,3.3375,-3.481875,115.950625
0.745,-2.19,0.01875,3.3375,-3.481875,115.950625
-3.035,2.19,0.01875,3.3375,-3.481875,115.950625
3.035,2.19,0.01875,3.3375,-3.481875,115.950625
-0.22,-1.3075,-0.01875,3.3375,-3.481875,115.950625
0.22,-1.3075,-0.01875,3.3375,-3.481875,115.950625
-1.075,1.3075,-0.01875,3.3375,-3.481875,115.950625
1.075,1.3075,-0.01875,3.3375,-3.481875,115.950625
0.065,2.9975,3.41625,-3.3375,-3.481875,115.950625
-0.065,2.9975,3.41625,-3.3375,-3.481875,115.950625
0.18,-2.9975,3.41625,-3.3375,-3.481875,115.950625
-0.18,-2.9975,3.41625,-3.3375,-3.481875,115.950625
0.83,1.365,-3.41625,-3.3375,-3.481875,115.950625
-0.83,1.365,-3.41625,-3.3375,-3.481875,115.950625
1.89,-1.365,-3.41625,-3.3375,-3.481875,115.950625
-1.89,-1.365,-3.41625,-3.3375,-3.481875,115.950625
0.99,4.1975,-3.03875,-1.145625,11.973125,89.62375
-0.99,4.1975,-3.03875,-1.145625,11.973125,89.62375
2.045,-4.1975,-3.03875,-1.145625,11.973125,89.62375
-2.045,-4.1975,-3.03875,-1.145625,11.973125,89.62375
-0.36,-5.97,3.03875,-1.145625,11.973125,89.62375
0.36,-5.97,3.03875,-1.145625,11.973125,89.62375
-4.91,5.97,3.03875,-1.145625,11.973125,89.62375
4.91,5.97,3.03875,-1.145625,11.973125,89.62375
0.475,-0.6425,5.355,1.145625,11.973125,89.62375
-0.475,-0.6425,5.355,1.145625,11.973125,89.62375
1.83,0.6425,5.355,1.145625,11.973125,89.62375
-1.83,0.6425,5.355,1.145625,11.973125,89.62375
-2.145,1.1275,-5.355,1.145625,11.973125,89.62375
2.145,1.1275,-5.355,1.145625,11.973125,89.62375
2.29,-1.1275,-5.355,1.145625,11.973125,89.62375
-2.29,-1.1275,-5.355,1.145625,11.973125,89.62375
3.025,0.665,4.57375,7.965625,-11.973125,89.62375
-3.025,0.665,4.57375,7.965625,-11.973125,89.62375
0.555,-0.665,4.57375,7.965625,-11.973125,89.62375
-0.555,-0.665,4.57375,7.965625,-11.973125,89.62375
4.435,1.1125,-4.57375,7.965625,-11.973125,89.62375
-4.435,1.1125,-4.57375,7.965625,-11.973125,89.62375
1.28,-1.1125,-4.57375,7.965625,-11.973125,89.62375
-1.28,-1.1125,-4.57375,7.965625,-11.973125,89.62375
2.345,-0.4275,2.9575,-7.965625,-11.973125,89.62375
-2.345,-0.4275,2.9575,-7.965625,-11.973125,89.62375
-1.2,0.4275,2.9575,-7.965625,-11.973125,89.62375
1.2,0.4275,2.9575,-7.965625,-11.973125,89.62375
2.74,1.7625,-2.9575,-7.965625,-11.973125,89.62375
-2.74,1.7625,-2.9575,-7.965625,-11.973125,89.62375
1.795,-1.7625,-2.9575,-7.965625,-11.973125,89.62375
-1.795,-1.7625,-2.9575,-7.965625,-11.973125,89.62375
0.235,-1.8775,-1.015,3.5625,7.009375,55.305625
-0.235,-1.8775,-1.015,3.5625,7.009375,55.305625
0.78,1.8775,-1.015,3.5625,7.009375,55.305625
-0.78,1.8775,-1.015,3.5625,7.009375,55.305625
1.95,-1.0325,1.015,3.5625,7.009375,55.305625
-1.95,-1.0325,1.015,3.5625,7.009375,55.305625
2.605,1.0325,1.015,3.5625,7.009375,55.305625
-2.605,1.0325,1.015,3.5625,7.009375,55.305625
-0.135,0.0125,2.14,-3.5625,7.009375,55.305625
0.135,0.0125,2.14,-3.5625,7.009375,55.305625
1.55,-0.0125,2.14,-3.5625,7.009375,55.305625
-1.55,-0.0125,2.14,-3.5625,7.009375,55.305625
-1.05,0.5975,-2.14,-3.5625,7.009375,55.305625
1.05,0.5975,-2.14,-3.5625,7.009375,55.305625
1.045,-0.5975,-2.14,-3.5625,7.009375,55.305625
-1.045,-0.5975,-2.14,-3.5625,7.009375,55.305625
0.375,2.5525,-0.1525,3.31875,-7.009375,55.305625
-0.375,2.5525,-0.1525,3.31875,-7.009375,55.305625
-0.19,-2.5525,-0.1525,3.31875,-7.009375,55.305625
0.19,-2.5525,-0.1525,3.31875,-7.009375,55.305625
1.835,-0.0925,0.1525,3.31875,-7.009375,55.305625
-1.835,-0.0925,0.1525,3.31875,-7.009375,55.305625
2.58,0.0925,0.1525,3.31875,-7.009375,55.305625
-2.58,0.0925,0.1525,3.31875,-7.009375,55.305625
0.095,2.3175,-0.41,-3.31875,-7.009375,55.305625
-0.095,2.3175,-0.41,-3.31875,-7.009375,55.305625
1.42,-2.3175,-0.41,-3.31875,-7.009375,55.305625
-1.42,-2.3175,-0.41,-3.31875,-7.009375,55.305625
0.095,-1.7525,0.41,-3.31875,-7.009375,55.305625
-0.095,-1.7525,0.41,-3.31875,-7.009375,55.305625
0.84,1.7525,0.41,-3.31875,-7.009375,55.305625
-0.84,1.7525,0.41,-3.31875,-7.009375,55.305625
0.445,2.9525,4.15625,-3.51,0.163125,40.303125
-0.445,2.9525,4.15625,-3.51,0.163125,40.303125
1.92,-2.9525,4.15625,-3.51,0.163125,40.303125
-1.92,-2.9525,4.15625,-3.51,0.163125,40.303125
1.455,-0.075,-4.15625,-3.51,0.163125,40.303125
